classification,direction,item_id,none_changed,none_followed_sender,none_post_answer,none_post_correct,receiver_pre_answer,receiver_pre_correct,sender_correct,sender_pre_answer,true_latentmas_changed,true_latentmas_followed_sender,true_latentmas_post_answer,true_latentmas_post_correct,true_statebridge_changed,true_statebridge_followed_sender,true_statebridge_post_answer,true_statebridge_post_correct,true_text_changed,true_text_followed_sender,true_text_post_answer,true_text_post_correct
both_wrong,A_to_C,56,False,False,b,False,b,False,False,a,True,True,a,False,True,True,a,False,True,True,a,False
both_wrong,B_to_A,56,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,B_to_C,56,False,False,b,False,b,False,False,a,True,True,a,False,True,True,a,False,True,True,a,False
both_wrong,C_to_A,56,False,False,a,False,a,False,False,b,False,False,a,False,False,False,a,False,False,False,a,False
both_wrong,C_to_B,56,False,False,a,False,a,False,False,b,False,False,a,False,False,False,a,False,True,True,b,False
both_wrong,A_to_B,60,False,False,a,False,a,False,False,c,True,True,c,False,True,True,c,False,True,True,c,False
both_wrong,A_to_C,60,False,False,a,False,a,False,False,c,True,True,c,False,True,True,c,False,True,True,c,False
both_wrong,B_to_A,60,False,False,c,False,c,False,False,a,True,True,a,False,False,False,c,False,False,False,c,False
both_wrong,B_to_C,60,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,C_to_A,60,False,False,c,False,c,False,False,a,False,False,c,False,False,False,c,False,False,False,c,False
both_wrong,C_to_B,60,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,A_to_B,65,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,A_to_C,65,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_A,65,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_C,65,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,C_to_A,65,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,C_to_B,65,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,A_to_B,68,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,A_to_C,68,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_A,68,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_C,68,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,C_to_A,68,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,C_to_B,68,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
destruction_risk,A_to_B,71,False,False,a,True,a,True,False,d,False,False,a,True,False,False,a,True,True,True,d,False
both_wrong,A_to_C,71,True,False,a,True,d,False,False,d,False,True,d,False,True,False,a,True,False,True,d,False
correction_opportunity,B_to_A,71,False,False,d,False,d,False,True,a,True,True,a,True,True,True,a,True,True,True,a,True
correction_opportunity,B_to_C,71,True,True,a,True,d,False,True,a,False,False,d,False,True,True,a,True,True,True,a,True
both_wrong,C_to_A,71,False,True,d,False,d,False,False,d,True,False,a,True,False,True,d,False,False,True,d,False
destruction_risk,C_to_B,71,False,False,a,True,a,True,False,d,True,True,d,False,False,False,a,True,False,False,a,True
both_wrong,A_to_B,73,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,A_to_C,73,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_A,73,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_C,73,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,C_to_A,73,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,C_to_B,73,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,A_to_B,74,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,A_to_C,74,False,False,b,False,b,False,False,d,False,False,b,False,False,False,b,False,False,False,b,False
both_wrong,B_to_A,74,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_C,74,False,False,b,False,b,False,False,d,False,False,b,False,False,False,b,False,True,True,d,False
both_wrong,C_to_A,74,False,False,d,False,d,False,False,b,True,True,b,False,True,True,b,False,True,True,b,False
both_wrong,C_to_B,74,False,False,d,False,d,False,False,b,False,False,d,False,False,False,d,False,True,True,b,False
destruction_risk,A_to_B,75,False,False,b,True,b,True,False,a,True,True,a,False,True,True,a,False,True,True,a,False
destruction_risk,A_to_C,75,False,False,b,True,b,True,False,a,True,True,a,False,True,True,a,False,True,True,a,False
correction_opportunity,B_to_A,75,False,False,a,False,a,False,True,b,True,True,b,True,False,False,a,False,True,True,b,True
both_correct,B_to_C,75,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
correction_opportunity,C_to_A,75,False,False,a,False,a,False,True,b,True,True,b,True,True,True,b,True,False,False,a,False
both_correct,C_to_B,75,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
correction_opportunity,A_to_B,79,False,False,b,False,b,False,True,a,True,True,a,True,True,True,a,True,True,True,a,True
correction_opportunity,A_to_C,79,False,False,b,False,b,False,True,a,True,True,a,True,True,True,a,True,True,True,a,True
destruction_risk,B_to_A,79,False,False,a,True,a,True,False,b,False,False,a,True,False,False,a,True,True,True,b,False
both_wrong,B_to_C,79,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
destruction_risk,C_to_A,79,False,False,a,True,a,True,False,b,True,True,b,False,True,True,b,False,True,True,b,False
both_wrong,C_to_B,79,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,A_to_B,80,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,A_to_C,80,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_A,80,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_C,80,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,C_to_A,80,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,C_to_B,80,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
destruction_risk,A_to_B,84,False,False,c,True,c,True,False,d,True,True,d,False,True,True,d,False,True,True,d,False
both_wrong,A_to_C,84,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
correction_opportunity,B_to_A,84,False,False,d,False,d,False,True,c,False,False,d,False,False,False,d,False,False,False,d,False
correction_opportunity,B_to_C,84,False,False,d,False,d,False,True,c,True,True,c,True,False,False,d,False,True,True,c,True
both_wrong,C_to_A,84,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
destruction_risk,C_to_B,84,False,False,c,True,c,True,False,d,False,False,c,True,True,True,d,False,True,True,d,False
both_wrong,A_to_B,85,False,False,d,False,d,False,False,b,True,True,b,False,False,False,d,False,True,True,b,False
both_wrong,A_to_C,85,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,B_to_A,85,False,False,b,False,b,False,False,d,False,False,b,False,False,False,b,False,True,True,d,False
both_wrong,B_to_C,85,False,False,b,False,b,False,False,d,False,False,b,False,True,True,d,False,True,True,d,False
both_wrong,C_to_A,85,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,C_to_B,85,False,False,d,False,d,False,False,b,True,True,b,False,False,False,d,False,True,True,b,False
both_wrong,A_to_B,86,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,A_to_C,86,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_A,86,True,False,b,True,d,False,False,d,False,True,d,False,True,False,b,True,False,True,d,False
both_wrong,B_to_C,86,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,C_to_A,86,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,C_to_B,86,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,A_to_B,87,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,A_to_C,87,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_A,87,True,False,d,True,c,False,False,c,True,False,d,True,False,True,c,False,False,True,c,False
both_wrong,B_to_C,87,False,True,c,False,c,False,False,c,True,False,d,True,False,True,c,False,False,True,c,False
both_wrong,C_to_A,87,True,False,d,True,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,C_to_B,87,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
destruction_risk,A_to_B,89,False,False,a,True,a,True,False,d,True,True,d,False,False,False,a,True,False,False,a,True
destruction_risk,A_to_C,89,False,False,a,True,a,True,False,d,True,True,d,False,False,False,a,True,True,True,d,False
correction_opportunity,B_to_A,89,False,False,d,False,d,False,True,a,True,True,a,True,True,True,a,True,True,True,a,True
both_correct,B_to_C,89,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
correction_opportunity,C_to_A,89,False,False,d,False,d,False,True,a,True,True,a,True,True,True,a,True,True,True,a,True
both_correct,C_to_B,89,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_wrong,A_to_B,91,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,A_to_C,91,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,B_to_A,91,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,B_to_C,91,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,C_to_A,91,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,C_to_B,91,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
correction_opportunity,A_to_B,92,False,False,c,False,c,False,True,a,True,True,a,True,True,True,a,True,True,True,a,True
correction_opportunity,A_to_C,92,False,False,c,False,c,False,True,a,False,False,c,False,True,True,a,True,True,True,a,True
destruction_risk,B_to_A,92,False,False,a,True,a,True,False,c,True,True,c,False,False,False,a,True,True,True,c,False
both_wrong,B_to_C,92,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
destruction_risk,C_to_A,92,False,False,a,True,a,True,False,c,False,False,a,True,False,False,a,True,False,False,a,True
both_wrong,C_to_B,92,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,A_to_B,93,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,A_to_C,93,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_A,93,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_C,93,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,C_to_A,93,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,C_to_B,93,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
correction_opportunity,A_to_B,94,False,False,b,False,b,False,True,a,False,False,b,False,False,False,b,False,True,True,a,True
correction_opportunity,A_to_C,94,False,False,b,False,b,False,True,a,False,False,b,False,True,True,a,True,True,True,a,True
destruction_risk,B_to_A,94,False,False,a,True,a,True,False,b,True,True,b,False,True,True,b,False,True,True,b,False
both_wrong,B_to_C,94,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
destruction_risk,C_to_A,94,False,False,a,True,a,True,False,b,False,False,a,True,False,False,a,True,True,True,b,False
both_wrong,C_to_B,94,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,A_to_B,96,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,A_to_C,96,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,B_to_A,96,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,B_to_C,96,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
