classification,direction,item_id,none_changed,none_followed_sender,none_post_answer,none_post_correct,receiver_pre_answer,receiver_pre_correct,sender_correct,sender_pre_answer,true_latentmas_changed,true_latentmas_followed_sender,true_latentmas_post_answer,true_latentmas_post_correct,true_statebridge_changed,true_statebridge_followed_sender,true_statebridge_post_answer,true_statebridge_post_correct,true_text_changed,true_text_followed_sender,true_text_post_answer,true_text_post_correct
both_wrong,A_to_C,41,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,B_to_A,41,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,B_to_C,41,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,C_to_A,41,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,C_to_B,41,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,A_to_B,42,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
destruction_risk,A_to_C,42,False,False,a,True,a,True,False,c,True,True,c,False,False,False,a,True,True,True,c,False
both_wrong,B_to_A,42,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
destruction_risk,B_to_C,42,False,False,a,True,a,True,False,c,False,False,a,True,True,True,c,False,True,True,c,False
correction_opportunity,C_to_A,42,False,False,c,False,c,False,True,a,True,True,a,True,False,False,c,False,False,False,c,False
correction_opportunity,C_to_B,42,False,False,c,False,c,False,True,a,False,False,c,False,False,False,c,False,False,False,c,False
destruction_risk,A_to_B,43,False,False,b,True,b,True,False,a,True,True,a,False,True,True,a,False,True,True,a,False
both_wrong,A_to_C,43,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
correction_opportunity,B_to_A,43,False,False,a,False,a,False,True,b,True,True,b,True,True,True,b,True,True,True,b,True
correction_opportunity,B_to_C,43,False,False,a,False,a,False,True,b,False,False,a,False,True,True,b,True,True,True,b,True
both_wrong,C_to_A,43,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
destruction_risk,C_to_B,43,False,False,b,True,b,True,False,a,False,False,b,True,True,True,a,False,True,True,a,False
correction_opportunity,A_to_B,44,True,False,c,False,,False,True,b,True,True,b,True,True,True,b,True,True,True,b,True
both_correct,A_to_C,44,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
destruction_risk,B_to_A,44,False,False,b,True,b,True,False,,False,False,b,True,False,False,b,True,False,False,b,True
destruction_risk,B_to_C,44,False,False,b,True,b,True,False,,False,False,b,True,False,False,b,True,False,False,b,True
both_correct,C_to_A,44,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
correction_opportunity,C_to_B,44,True,False,c,False,,False,True,b,True,True,b,True,True,True,b,True,True,True,b,True
both_wrong,A_to_B,48,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,A_to_C,48,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,B_to_A,48,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,B_to_C,48,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,C_to_A,48,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,C_to_B,48,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,A_to_B,52,False,False,c,False,c,False,False,d,True,True,d,False,False,False,c,False,True,True,d,False
both_wrong,A_to_C,52,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_A,52,False,False,d,False,d,False,False,c,True,True,c,False,True,True,c,False,True,True,c,False
both_wrong,B_to_C,52,False,False,d,False,d,False,False,c,False,False,d,False,False,False,d,False,False,False,d,False
both_wrong,C_to_A,52,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,C_to_B,52,False,False,c,False,c,False,False,d,False,False,c,False,True,True,d,False,True,True,d,False
both_wrong,A_to_B,53,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,A_to_C,53,True,True,c,False,,False,False,c,True,True,c,False,True,True,c,False,True,True,c,False
both_wrong,B_to_A,53,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_C,53,True,True,c,False,,False,False,c,True,True,c,False,True,True,c,False,True,True,c,False
both_wrong,C_to_A,53,False,False,c,False,c,False,False,,False,False,c,False,False,False,c,False,False,False,c,False
both_wrong,C_to_B,53,False,False,c,False,c,False,False,,False,False,c,False,False,False,c,False,False,False,c,False
destruction_risk,A_to_B,55,False,False,b,True,b,True,False,a,False,False,b,True,False,False,b,True,False,False,b,True
destruction_risk,A_to_C,55,False,False,b,True,b,True,False,a,True,True,a,False,False,False,b,True,True,True,a,False
correction_opportunity,B_to_A,55,False,False,a,False,a,False,True,b,True,True,b,True,True,True,b,True,True,True,b,True
both_correct,B_to_C,55,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
correction_opportunity,C_to_A,55,True,True,b,True,a,False,True,b,True,True,b,True,True,True,b,True,True,True,b,True
both_correct,C_to_B,55,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
correction_opportunity,A_to_B,56,False,False,c,False,c,False,True,a,False,False,c,False,False,False,c,False,False,False,c,False
both_correct,A_to_C,56,False,True,a,True,a,True,True,a,False,True,a,True,True,False,c,False,False,True,a,True
destruction_risk,B_to_A,56,False,False,a,True,a,True,False,c,True,True,c,False,True,True,c,False,True,True,c,False
destruction_risk,B_to_C,56,True,True,c,False,a,True,False,c,True,True,c,False,True,True,c,False,True,True,c,False
both_correct,C_to_A,56,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
correction_opportunity,C_to_B,56,False,False,c,False,c,False,True,a,False,False,c,False,True,True,a,True,False,False,c,False
destruction_risk,A_to_B,58,False,False,c,True,c,True,False,,False,False,c,True,False,False,c,True,False,False,c,True
both_wrong,A_to_C,58,True,False,a,False,,False,False,,True,False,b,False,True,False,a,False,True,False,d,False
correction_opportunity,B_to_A,58,True,True,c,True,,False,True,c,True,True,c,True,True,True,c,True,True,True,c,True
correction_opportunity,B_to_C,58,True,False,a,False,,False,True,c,True,True,c,True,True,True,c,True,True,True,c,True
both_wrong,C_to_A,58,True,False,c,True,,False,False,,True,False,b,False,True,False,c,True,True,False,a,False
destruction_risk,C_to_B,58,False,False,c,True,c,True,False,,False,False,c,True,False,False,c,True,False,False,c,True
both_wrong,A_to_B,59,False,False,a,False,a,False,False,b,True,True,b,False,False,False,a,False,True,True,b,False
both_wrong,A_to_C,59,False,False,a,False,a,False,False,b,True,True,b,False,True,True,b,False,True,True,b,False
both_wrong,B_to_A,59,False,False,b,False,b,False,False,a,False,False,b,False,True,True,a,False,True,True,a,False
both_wrong,B_to_C,59,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,C_to_A,59,False,False,b,False,b,False,False,a,False,False,b,False,True,True,a,False,True,True,a,False
both_wrong,C_to_B,59,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
correction_opportunity,A_to_B,62,False,False,c,False,c,False,True,b,True,True,b,True,True,True,b,True,True,True,b,True
correction_opportunity,A_to_C,62,False,False,c,False,c,False,True,b,True,True,b,True,True,True,b,True,True,True,b,True
destruction_risk,B_to_A,62,False,False,b,True,b,True,False,c,False,False,b,True,False,False,b,True,False,False,b,True
both_wrong,B_to_C,62,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
destruction_risk,C_to_A,62,False,False,b,True,b,True,False,c,False,False,b,True,False,False,b,True,False,False,b,True
both_wrong,C_to_B,62,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
correction_opportunity,A_to_B,63,True,True,b,True,,False,True,b,True,True,b,True,False,False,,False,True,True,b,True
both_correct,A_to_C,63,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
destruction_risk,B_to_A,63,False,False,b,True,b,True,False,,True,True,,False,False,False,b,True,False,False,b,True
destruction_risk,B_to_C,63,False,False,b,True,b,True,False,,True,True,,False,False,False,b,True,True,True,,False
both_correct,C_to_A,63,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
correction_opportunity,C_to_B,63,False,False,,False,,False,True,b,True,True,b,True,True,True,b,True,True,True,b,True
both_wrong,A_to_B,64,False,False,b,False,b,False,False,a,True,True,a,False,False,False,b,False,False,False,b,False
both_wrong,A_to_C,64,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,B_to_A,64,False,False,a,False,a,False,False,b,True,True,b,False,True,True,b,False,True,True,b,False
both_wrong,B_to_C,64,False,False,a,False,a,False,False,b,False,False,a,False,True,True,b,False,True,True,b,False
both_wrong,C_to_A,64,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,True,False,b,False
both_wrong,C_to_B,64,False,False,b,False,b,False,False,a,False,False,b,False,True,True,a,False,False,False,b,False
destruction_risk,A_to_B,65,False,False,a,True,a,True,False,b,False,False,a,True,True,True,b,False,False,False,a,True
both_wrong,A_to_C,65,True,True,b,False,,False,False,b,True,True,b,False,True,True,b,False,True,True,b,False
correction_opportunity,B_to_A,65,False,False,b,False,b,False,True,a,True,True,a,True,False,False,b,False,False,False,b,False
correction_opportunity,B_to_C,65,True,False,d,False,,False,True,a,True,True,a,True,True,True,a,True,True,True,a,True
both_wrong,C_to_A,65,False,False,b,False,b,False,False,,False,False,b,False,False,False,b,False,False,False,b,False
destruction_risk,C_to_B,65,False,False,a,True,a,True,False,,False,False,a,True,False,False,a,True,False,False,a,True
both_wrong,A_to_B,67,False,False,c,False,c,False,False,d,False,False,c,False,False,False,c,False,False,False,c,False
both_wrong,A_to_C,67,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_A,67,False,False,d,False,d,False,False,c,True,True,c,False,True,True,c,False,True,True,c,False
both_wrong,B_to_C,67,False,False,d,False,d,False,False,c,True,True,c,False,True,True,c,False,True,True,c,False
both_wrong,C_to_A,67,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,C_to_B,67,False,False,c,False,c,False,False,d,True,True,d,False,False,False,c,False,True,True,d,False
both_correct,A_to_B,71,False,True,b,True,b,True,True,b,True,False,,False,False,True,b,True,False,True,b,True
correction_opportunity,A_to_C,71,False,False,a,False,a,False,True,b,False,False,a,False,True,True,b,True,True,True,b,True
both_correct,B_to_A,71,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
correction_opportunity,B_to_C,71,False,False,a,False,a,False,True,b,True,True,b,True,True,True,b,True,True,True,b,True
destruction_risk,C_to_A,71,False,False,b,True,b,True,False,a,True,True,a,False,True,True,a,False,True,True,a,False
destruction_risk,C_to_B,71,False,False,b,True,b,True,False,a,False,False,b,True,False,False,b,True,True,True,a,False
correction_opportunity,A_to_B,75,False,False,c,False,c,False,True,a,True,True,a,True,False,False,c,False,False,False,c,False
correction_opportunity,A_to_C,75,False,False,c,False,c,False,True,a,False,False,c,False,False,False,c,False,True,True,a,True
destruction_risk,B_to_A,75,False,False,a,True,a,True,False,c,True,True,c,False,True,True,c,False,True,True,c,False
both_wrong,B_to_C,75,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
destruction_risk,C_to_A,75,False,False,a,True,a,True,False,c,False,False,a,True,True,True,c,False,True,True,c,False
both_wrong,C_to_B,75,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,A_to_B,76,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,A_to_C,76,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,B_to_A,76,False,True,b,False,b,False,False,b,True,False,a,True,False,True,b,False,False,True,b,False
both_wrong,B_to_C,76,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,C_to_A,76,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,C_to_B,76,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,A_to_B,77,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,A_to_C,77,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,B_to_A,77,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,B_to_C,77,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
