classification,direction,item_id,none_changed,none_followed_sender,none_post_answer,none_post_correct,receiver_pre_answer,receiver_pre_correct,sender_correct,sender_pre_answer,true_latentmas_changed,true_latentmas_followed_sender,true_latentmas_post_answer,true_latentmas_post_correct,true_statebridge_changed,true_statebridge_followed_sender,true_statebridge_post_answer,true_statebridge_post_correct,true_text_changed,true_text_followed_sender,true_text_post_answer,true_text_post_correct
both_wrong,A_to_B,69,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_A,69,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
destruction_risk,A_to_B,70,False,False,a,True,a,True,False,,False,False,a,True,True,False,b,False,True,False,b,False
correction_opportunity,B_to_A,70,True,False,b,False,,False,True,a,True,False,b,False,True,True,a,True,True,True,a,True
both_wrong,A_to_B,72,True,False,c,False,,False,False,a,True,True,a,False,True,True,a,False,True,True,a,False
both_wrong,B_to_A,72,False,False,a,False,a,False,False,,False,False,a,False,False,False,a,False,False,False,a,False
both_correct,A_to_B,80,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,80,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
destruction_risk,A_to_B,86,False,False,a,True,a,True,False,,False,False,a,True,False,False,a,True,False,False,a,True
correction_opportunity,B_to_A,86,True,True,a,True,,False,True,a,True,True,a,True,True,True,a,True,True,True,a,True
both_correct,A_to_B,90,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,90,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,A_to_B,100,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,100,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
destruction_risk,A_to_B,104,False,False,c,True,c,True,False,b,True,True,b,False,True,True,b,False,True,True,b,False
correction_opportunity,B_to_A,104,False,False,b,False,b,False,True,c,True,True,c,True,True,True,c,True,True,True,c,True
both_correct,A_to_B,110,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,110,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
destruction_risk,A_to_B,112,False,False,a,True,a,True,False,,True,True,,False,True,True,,False,True,True,,False
correction_opportunity,B_to_A,112,True,False,b,False,,False,True,a,True,False,b,False,True,True,a,True,True,True,a,True
destruction_risk,A_to_B,120,False,False,a,True,a,True,False,,True,True,,False,False,False,a,True,False,False,a,True
correction_opportunity,B_to_A,120,True,True,a,True,,False,True,a,True,True,a,True,True,True,a,True,True,True,a,True
correction_opportunity,A_to_B,126,True,True,a,True,c,False,True,a,False,False,c,False,True,True,a,True,True,True,a,True
destruction_risk,B_to_A,126,False,False,a,True,a,True,False,c,True,True,c,False,False,False,a,True,False,False,a,True
both_correct,A_to_B,130,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,130,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_wrong,A_to_B,139,True,False,b,True,,False,False,,True,False,a,False,True,False,a,False,True,False,a,False
both_wrong,B_to_A,139,True,False,a,False,,False,False,,True,False,b,True,True,False,a,False,True,False,a,False
both_correct,A_to_B,140,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,140,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,A_to_B,150,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,150,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_wrong,A_to_B,151,True,True,a,False,,False,False,a,True,True,a,False,True,True,a,False,True,True,a,False
both_wrong,B_to_A,151,False,False,a,False,a,False,False,,True,True,,False,False,False,a,False,False,False,a,False
destruction_risk,A_to_B,152,False,False,d,True,d,True,False,,True,False,c,False,True,False,c,False,True,False,c,False
correction_opportunity,B_to_A,152,True,False,c,False,,False,True,d,True,False,c,False,True,True,d,True,True,True,d,True
both_wrong,A_to_B,153,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_A,153,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
correction_opportunity,A_to_B,160,True,True,a,True,,False,True,a,True,True,a,True,True,True,a,True,True,True,a,True
destruction_risk,B_to_A,160,False,False,a,True,a,True,False,,False,False,a,True,False,False,a,True,False,False,a,True
both_correct,A_to_B,170,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,170,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
correction_opportunity,A_to_B,175,True,True,a,True,,False,True,a,True,True,a,True,True,True,a,True,True,True,a,True
destruction_risk,B_to_A,175,False,False,a,True,a,True,False,,False,False,a,True,False,False,a,True,False,False,a,True
both_correct,A_to_B,180,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,180,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_wrong,A_to_B,182,False,False,b,False,b,False,False,,False,False,b,False,False,False,b,False,False,False,b,False
both_wrong,B_to_A,182,True,True,b,False,,False,False,b,True,True,b,False,True,True,b,False,True,True,b,False
both_wrong,A_to_B,189,False,False,d,False,d,False,False,,False,False,d,False,False,False,d,False,True,False,a,False
both_wrong,B_to_A,189,True,False,a,False,,False,False,d,True,True,d,False,True,True,d,False,True,True,d,False
both_wrong,A_to_B,190,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_A,190,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_correct,A_to_B,200,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,200,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_wrong,A_to_B,204,False,False,c,False,c,False,False,,False,False,c,False,False,False,c,False,False,False,c,False
both_wrong,B_to_A,204,True,False,d,True,,False,False,c,True,True,c,False,True,True,c,False,True,True,c,False
both_correct,A_to_B,210,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,210,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,A_to_B,220,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,220,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_wrong,A_to_B,222,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_A,222,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
correction_opportunity,A_to_B,224,False,False,c,False,c,False,True,a,True,True,a,True,False,False,c,False,True,True,a,True
destruction_risk,B_to_A,224,False,False,a,True,a,True,False,c,True,True,c,False,False,False,a,True,False,False,a,True
both_correct,A_to_B,230,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,230,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
destruction_risk,A_to_B,237,False,False,d,True,d,True,False,b,True,True,b,False,True,True,b,False,True,True,b,False
correction_opportunity,B_to_A,237,False,False,b,False,b,False,True,d,False,False,b,False,True,True,d,True,True,True,d,True
both_correct,A_to_B,240,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,240,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,A_to_B,250,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,250,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_wrong,A_to_B,251,True,False,b,True,,False,False,,True,False,b,True,True,False,b,True,True,False,b,True
both_wrong,B_to_A,251,True,False,b,True,,False,False,,True,False,b,True,True,False,b,True,True,False,b,True
destruction_risk,A_to_B,254,False,False,d,True,d,True,False,,False,False,d,True,False,False,d,True,False,False,d,True
correction_opportunity,B_to_A,254,True,True,d,True,,False,True,d,True,True,d,True,True,True,d,True,True,True,d,True
destruction_risk,A_to_B,255,False,False,a,True,a,True,False,,False,False,a,True,False,False,a,True,False,False,a,True
correction_opportunity,B_to_A,255,True,True,a,True,,False,True,a,True,True,a,True,True,True,a,True,True,True,a,True
both_correct,A_to_B,260,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,260,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
destruction_risk,A_to_B,264,False,False,b,True,b,True,False,,True,False,d,False,False,False,b,True,False,False,b,True
correction_opportunity,B_to_A,264,True,True,b,True,,False,True,b,True,True,b,True,True,True,b,True,True,True,b,True
both_correct,A_to_B,270,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,270,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
destruction_risk,A_to_B,275,False,False,d,True,d,True,False,,False,False,d,True,False,False,d,True,False,False,d,True
correction_opportunity,B_to_A,275,False,False,,False,,False,True,d,True,True,d,True,True,True,d,True,True,True,d,True
both_correct,A_to_B,280,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,280,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,A_to_B,290,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,290,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_wrong,A_to_B,291,True,False,b,True,,False,False,,True,False,b,True,True,False,b,True,True,False,b,True
both_wrong,B_to_A,291,True,False,b,True,,False,False,,False,True,,False,True,False,b,True,True,False,b,True
both_wrong,A_to_B,299,False,True,,False,,False,False,,False,True,,False,False,True,,False,False,True,,False
both_wrong,B_to_A,299,False,True,,False,,False,False,,True,False,a,True,False,True,,False,False,True,,False
both_wrong,A_to_B,300,False,False,a,False,a,False,False,,False,False,a,False,False,False,a,False,False,False,a,False
both_wrong,B_to_A,300,True,True,a,False,,False,False,a,True,True,a,False,True,True,a,False,True,True,a,False
both_wrong,A_to_B,310,True,False,b,True,,False,False,,True,False,a,False,True,False,b,True,True,False,b,True
both_wrong,B_to_A,310,True,False,b,True,,False,False,,True,False,a,False,True,False,b,True,False,True,,False
both_wrong,A_to_B,318,True,False,a,True,,False,False,,True,False,a,True,True,False,a,True,True,False,a,True
both_wrong,B_to_A,318,True,False,a,True,,False,False,,True,False,a,True,True,False,a,True,True,False,a,True
both_wrong,A_to_B,319,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_A,319,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,A_to_B,320,True,False,c,False,,False,False,,True,False,a,True,True,False,c,False,True,False,c,False
both_wrong,B_to_A,320,False,True,,False,,False,False,,True,False,c,False,False,True,,False,True,False,c,False
destruction_risk,A_to_B,328,False,False,a,True,a,True,False,d,True,True,d,False,True,True,d,False,True,True,d,False
correction_opportunity,B_to_A,328,False,False,d,False,d,False,True,a,False,False,d,False,False,False,d,False,True,True,a,True
both_wrong,A_to_B,330,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,B_to_A,330,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
correction_opportunity,A_to_B,331,True,True,c,True,,False,True,c,True,True,c,True,True,True,c,True,True,True,c,True
destruction_risk,B_to_A,331,False,False,c,True,c,True,False,,False,False,c,True,False,False,c,True,False,False,c,True
correction_opportunity,A_to_B,338,True,True,a,True,,False,True,a,True,True,a,True,False,False,,False,True,True,a,True
destruction_risk,B_to_A,338,False,False,a,True,a,True,False,,True,True,,False,False,False,a,True,False,False,a,True
both_wrong,A_to_B,340,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_A,340,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_correct,A_to_B,350,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,350,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_wrong,A_to_B,353,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,B_to_A,353,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
correction_opportunity,A_to_B,356,True,True,a,True,,False,True,a,True,True,a,True,True,True,a,True,True,True,a,True
destruction_risk,B_to_A,356,False,False,a,True,a,True,False,,False,False,a,True,False,False,a,True,False,False,a,True
both_correct,A_to_B,360,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,360,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
correction_opportunity,A_to_B,364,True,True,c,True,,False,True,c,True,True,c,True,True,True,c,True,True,True,c,True
destruction_risk,B_to_A,364,False,False,c,True,c,True,False,,False,False,c,True,False,False,c,True,False,False,c,True
both_correct,A_to_B,370,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,370,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
correction_opportunity,A_to_B,373,False,False,c,False,c,False,True,a,False,False,c,False,False,False,c,False,True,True,a,True
destruction_risk,B_to_A,373,False,False,a,True,a,True,False,c,True,True,c,False,True,False,,False,True,True,c,False
both_correct,A_to_B,380,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,380,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,A_to_B,390,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,390,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_wrong,A_to_B,393,True,False,b,True,d,False,False,,False,False,d,False,False,False,d,False,False,False,d,False
both_wrong,B_to_A,393,True,True,d,False,,False,False,d,True,True,d,False,True,True,d,False,True,True,d,False
correction_opportunity,A_to_B,404,False,False,c,False,c,False,True,a,True,True,a,True,True,True,a,True,True,True,a,True
destruction_risk,B_to_A,404,False,False,a,True,a,True,False,c,True,True,c,False,True,True,c,False,True,True,c,False
both_correct,A_to_B,410,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,410,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
correction_opportunity,A_to_B,414,True,True,c,True,,False,True,c,True,True,c,True,True,True,c,True,True,True,c,True
destruction_risk,B_to_A,414,False,False,c,True,c,True,False,,False,False,c,True,False,False,c,True,False,False,c,True
destruction_risk,A_to_B,417,False,False,d,True,d,True,False,a,False,False,d,True,True,False,,False,True,True,a,False
correction_opportunity,B_to_A,417,False,False,a,False,a,False,True,d,False,False,a,False,False,False,a,False,True,True,d,True
both_correct,A_to_B,420,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,420,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,A_to_B,430,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,430,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,A_to_B,440,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,440,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
correction_opportunity,A_to_B,441,True,True,c,True,,False,True,c,True,True,c,True,True,True,c,True,True,True,c,True
destruction_risk,B_to_A,441,False,False,c,True,c,True,False,,False,False,c,True,False,False,c,True,False,False,c,True
both_correct,A_to_B,450,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,450,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_wrong,A_to_B,452,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,B_to_A,452,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_correct,A_to_B,460,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,460,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_wrong,A_to_B,461,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_A,461,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,A_to_B,465,False,False,b,False,b,False,False,,False,False,b,False,False,False,b,False,False,False,b,False
both_wrong,B_to_A,465,True,True,b,False,,False,False,b,True,True,b,False,True,True,b,False,True,True,b,False
both_wrong,A_to_B,469,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,B_to_A,469,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_correct,A_to_B,470,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,470,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,A_to_B,480,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,480,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,A_to_B,490,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,490,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_wrong,A_to_B,491,True,False,d,True,,False,False,,True,False,d,True,True,False,d,True,True,False,d,True
both_wrong,B_to_A,491,True,False,d,True,,False,False,,True,False,d,True,True,False,d,True,True,False,d,True
both_correct,A_to_B,500,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,500,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
destruction_risk,A_to_B,502,False,False,c,True,c,True,False,d,True,True,d,False,False,False,c,True,True,True,d,False
correction_opportunity,B_to_A,502,False,False,d,False,d,False,True,c,False,False,d,False,True,True,c,True,True,True,c,True
both_wrong,A_to_B,503,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_A,503,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_correct,A_to_B,510,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,510,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_wrong,A_to_B,518,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,B_to_A,518,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_correct,A_to_B,520,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,520,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
correction_opportunity,A_to_B,521,True,True,d,True,,False,True,d,True,True,d,True,True,True,d,True,True,True,d,True
destruction_risk,B_to_A,521,False,False,d,True,d,True,False,,True,True,,False,False,False,d,True,False,False,d,True
both_correct,A_to_B,530,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,530,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_wrong,A_to_B,532,True,False,c,True,,False,False,,True,False,c,True,True,False,c,True,True,False,c,True
both_wrong,B_to_A,532,True,False,c,True,,False,False,,True,False,c,True,True,False,c,True,True,False,c,True
both_correct,A_to_B,540,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,540,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
destruction_risk,A_to_B,548,False,False,b,True,b,True,False,,False,False,b,True,False,False,b,True,False,False,b,True
correction_opportunity,B_to_A,548,True,False,d,False,,False,True,b,True,True,b,True,True,True,b,True,True,True,b,True
both_correct,A_to_B,550,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,550,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_wrong,A_to_B,557,True,False,b,True,,False,False,,True,False,b,True,True,False,b,True,True,False,b,True
both_wrong,B_to_A,557,True,False,b,True,,False,False,,True,False,b,True,True,False,b,True,True,False,b,True
both_correct,A_to_B,560,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,560,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_wrong,A_to_B,570,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_A,570,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,A_to_B,573,True,False,a,False,,False,False,,True,False,a,False,True,False,a,False,True,False,a,False
both_wrong,B_to_A,573,True,False,a,False,,False,False,,True,False,a,False,True,False,a,False,True,False,a,False
both_correct,A_to_B,580,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,580,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
destruction_risk,A_to_B,589,False,False,d,True,d,True,False,b,False,False,d,True,True,True,b,False,True,True,b,False
correction_opportunity,B_to_A,589,False,False,b,False,b,False,True,d,True,True,d,True,True,True,d,True,True,True,d,True
both_correct,A_to_B,590,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,590,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_wrong,A_to_B,597,True,False,a,True,,False,False,,False,True,,False,True,False,a,True,True,False,a,True
both_wrong,B_to_A,597,True,False,a,True,,False,False,,True,False,a,True,True,False,a,True,True,False,a,True
both_correct,A_to_B,600,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,600,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,A_to_B,610,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,610,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,A_to_B,620,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,620,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
destruction_risk,A_to_B,627,False,False,b,True,b,True,False,,False,False,b,True,False,False,b,True,False,False,b,True
correction_opportunity,B_to_A,627,False,False,,False,,False,True,b,True,True,b,True,True,True,b,True,True,True,b,True
both_correct,A_to_B,630,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,630,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_wrong,A_to_B,636,True,False,b,True,,False,False,,True,False,d,False,True,False,b,True,True,False,b,True
both_wrong,B_to_A,636,True,False,b,True,,False,False,,True,False,b,True,True,False,b,True,True,False,b,True
both_correct,A_to_B,640,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,640,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
